ke	13790	0.0010060153003327728
khā	14851	0.0010834179278638152
ka	120261	0.008773343439689602
oḍ	7	5.106676651435395E-7
āth	3158	2.3038406950332829E-4
ūth	93	6.784584694049883E-6
ky	787	5.741363606685223E-5
cū	147	1.072402096801433E-5
ṇū	53	3.866483750372514E-6
ku	15136	0.0011042093970875164
kv	64	4.6689615098837905E-6
ko	21686	0.0015820484266146856
īkh	3	2.1885757077580268E-7
kr	5	3.6476261795967113E-7
kk	18792	0.0013709238233396278
kl	77	5.617344316578935E-6
ḍā	970	7.076394788417619E-5
li	6168	4.499711655150503E-4
jjh	11501	8.390269738308355E-4
le	7212	5.261336001450296E-4
gā	14793	0.0010791866814954829
la	28906	0.002108765646948451
khī	1902	1.3875569987185888E-4
§i	34460	0.0025139439629780535
§j	14919	0.0010883786994680667
ḍū	15	1.0942878538790135E-6
§g	23914	0.001744586649177515
bhi	71433	0.005211217617742637
iṭ	14343	0.0010463580458791126
§h	37955	0.0027689130329318634
bī	367	2.677357615823986E-5
§m	62514	0.004560554059826176
hv	11	8.024777595112764E-7
§n	90315	0.006588707168205539
§k	76946	0.005613404880304971
§l	11574	8.443525080530467E-4
hu	7721	5.632664346533242E-4
bho	7599	5.543662267751082E-4
adh	16146	0.0011778914459153699
